Example,IUPAC,SMILES
448,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-cyclopropylphenyl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",F[C@H]1CN2CCC[C@@]2(COc3nc(N4C[C@@H]5CC[C@H](C4)N5)c6cnc(c(F)c6n3)c7ccccc7C8CC8)C1
449,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoropyrido[4,3-d]pyrimidin-7-yl)-5-ethylnaphthalen-2-ol",CCc1cccc2cc(O)cc(c3ncc4c(ncnc4c3F)N5C[C@@H]6CC[C@H](C5)N6)c12
450,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-(1-(hexahydro-1H-pyrrolizin-7a-yl)ethoxy)pyrido[4,3-d]pyrimidine",CC(Oc1nc(N2C[C@@H]3CC[C@H](C2)N3)c4cnc(c(F)c4n1)c5cccc6cccc(F)c56)C78CCCN7CCC8
451,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloro-4-((1S,2S)-2-methylcyclopropyl)phenol",C[C@H]1C[C@@H]1c2c(Cl)cc(O)cc2c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
452,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloro-4-((1R,2R)-2-methylcyclopropyl)phenol",C[C@@H]1C[C@H]1c2c(Cl)cc(O)cc2c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
453,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)benzo[d]thiazol-2-amine",Nc1sc2cccc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c2n1
454,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)benzo[d]thiazole",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7cccc8scnc78
455,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-7-fluorobenzo[d]thiazol-2-amine",Nc1sc2c(F)ccc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c2n1
456,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5,6-dimethylbenzo[d]thiazol-2-amine",Cc1cc2sc(N)nc2c(c1C)c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
457,"4-(4,-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5,6-dimethylbenzo[d]thiazol-2-amine",Did not work
458,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-methylbenzo[d]thiazol-2-amine",Cc1ccc2sc(N)nc2c1c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
